id,banco,fecha_operacion,descripcion,referencia,monto,saldo_operacion,etiqueta,
781,Scotiabank,18/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS CONT BNET01002412180034151842 SOLUCION INTEGRAL LO GISTICA D /E ALIMENTO/01265000 SEL TRASPASO ENTRE CUENTAS,18,9280,450148,Deposito,
782,Scotiabank,18/12/2024,MALDONADO VILLASE OR PAGO F.C3810 HONORARIOS NOVIEM 001784254181 12:16:31 SEL TRANSF. INTERBANCARIA SPEI,181224,5047.01,445101,Retiro,
783,Scotiabank,18/12/2024,BBVA MEXICO PAGO INTERDESK /84247467 12:17:42 2024121840044B36K0000063812054 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,181224,786.72,444314,Retiro,
784,Scotiabank,18/12/2024,BBVA MEXICO PAGO LUZ VACU /84244380 12:21:42 2024121840044B36K0000063812330 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,181224,8051.28,436263,Retiro,
785,Scotiabank,18/12/2024,BANAMEX PAGO PRESTAMO /82776707 12:31:03 2024121840044B36K0000063813006 FECHA OPERACION: VICTOR ANDR CACHON URIBE /002180700843511039 TRANSF INTERBANCARIA SPEI,181224,185600,621863,Deposito,
786,Scotiabank,18/12/2024,TRANSF INTERBANCARIA SPEI /PROD AGROPECUAR BNET01002412180000883676 MALDONADO VILLASE%OR CONSULTO /RES SC/012650001228 TRANSF INTERBANCARIA SPEI,181224,9880,631743,Deposito,
787,Scotiabank,18/12/2024,"TRANSF INTERBANCARIA SPEI /M VILLASE%OR FA BNET01002412180034261912 STERN MOTOS, S.A. DE C.V //012650001469905840 TRANSF INTERBANCARIA SPEI",6636248,22620,654363,Deposito,
788,Scotiabank,18/12/2024,TRANSF INTERBANCARIA SPEI /PAGO NICROBOLTA 20241218400140BET0000466362480 NICRO BOLTA SA DE CV //014650655068982304 19 DIC TRANSF INTERBANCARIA SPEI,191224,4640,659003,Deposito,
789,Scotiabank,19/12/2024,TRANSF INTERBANCARIA SPEI /FACTURA C3487 BNET01002412190000092165 FINANCIERA TORO SA D E CV //012650001913589602 TRANSF INTERBANCARIA SPEI,241219,7800,666803,Deposito,
790,Scotiabank,19/12/2024,TRANSF INTERBANCARIA SPEI /TRANSFERENCIA D 058-19/12/2024/19-270MOXH850 004094 PAGINA 10 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo JESUS EMANUEL ORTEGA CERECEDO //058650000008473811 SEL TRANSF. INTERBANCARIA SPEI,191224,135314,531489,Retiro,
791,Scotiabank,19/12/2024,BBVA MEXICO PAGO IMPUESTOS NOV VACU /88972002 14:44:02 2024121940044B36K0000063859651 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,191224,56020,475469,Retiro,
792,Scotiabank,19/12/2024,BBVA MEXICO PAGO IMPUESYOS NOV LMCS /88975429 14:45:25 2024121940044B36K0000063859762 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,191224,31225,444244,Retiro,
793,Scotiabank,19/12/2024,BBVA MEXICO PAGO SERVICIOS CONTABILIDAD DIC-ENE /88969683 14:49:00 2024121940044B36K0000063860012 FECHA OPERACION: FERNANDA ESPINOSA VILLASENOR /012650015490876387 20 DIC SEL TRANSF. INTERBANCARIA SPEI,201224,43159,401085,Retiro,
794,Scotiabank,20/12/2024,BANAMEX PAGO REMANENTE /92401412 10:29:52 2024122040044B36K0000063881841 FECHA OPERACION: VICTOR ANDR CACHON URIBE /002180700843511039 SEL TRANSF. INTERBANCARIA SPEI,201224,17090,383995,Retiro,
795,Scotiabank,20/12/2024,BBVA MEXICO PAGO REMANENTE /92389198 10:31:31 2024122040044B36K0000063881943 FECHA OPERACION: VICTOR ANDR CACHON URIBE /012650001541565360 TRANSF INTERBANCARIA SPEI,201224,8045.01,392040,Deposito,
796,Scotiabank,20/12/2024,TRANSF INTERBANCARIA SPEI /3800 BNET01002412200034914970 GERSOR SA DE CV //012650001694112327 TRANSF INTERBANCARIA SPEI,241220,3800,395840,Deposito,
797,Scotiabank,20/12/2024,TRANSF INTERBANCARIA SPEI /TRANSFERENCIA D 058-20/12/2024/20-270MPRV473 JESUS EMANUEL ORTEGA CERECEDO //058650000008473811 TRANSF INTERBANCARIA SPEI,201224,9175,405015,Deposito,
798,Scotiabank,20/12/2024,TRANSF INTERBANCARIA SPEI /3801 BNET01002412200035030174 DISTRIBUCIONES BONAS ORT SA DE / CV/012650001609423 TRANSF INTERBANCARIA SPEI,201224,3251,408266,Deposito,
799,Scotiabank,20/12/2024,"TRANSF INTERBANCARIA SPEI /FACTURA C3009 BNET01002412200000799795 MAGNA RESIDENCIAL SA DE CV //012650001549291283 ""Para los efectos del art. 100 de la Ley de Instituciones de CrÃ©dito, se hace constar que la presente impresiÃ³n proviene de medios magnÃ©ticos y digitales que obran en los archivos de esta InstituciÃ³n"" Scotiabank Inverlat S.A. 004094 PAGINA 11 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo 23 DIC SEL TRANSF. INTERBANCARIA SPEI",231224,22000,386266,Retiro,
800,Scotiabank,23/12/2024,BBVA MEXICO PAGO F.3490 GESTION TRAMITES GOBIERNO /98391117 11:47:21 2024122340044B36K0000063946443 FECHA OPERACION: CACHON VILLASENOR CONSULTORES SC /012650001866361605 TRANSF INTERBANCARIA SPEI,6229579,1610,387876,Deposito,
801,Scotiabank,23/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS CONT 2024122340014BMOV0000454499580 MARIA DEL CARMEN LETICIA MEDIN /A PAREDES/014650605 TRANSF INTERBANCARIA SPEI,814,6960,394836,Deposito,
802,Scotiabank,23/12/2024,TRANSF INTERBANCARIA SPEI /FACT C814 MALDO 002601002412230000105848 HEINSS HARDY S SA DE CV //012830001179633196 TRANSF INTERBANCARIA SPEI,241223,5130,399966,Deposito,
803,Scotiabank,23/12/2024,TRANSF INTERBANCARIA SPEI /CP CACHON 3843CP05202412233654972240 JUAN CARLOS SALAZAR CAJICA //072650011860347590 24 DIC SEL TRANSF. INTERBANCARIA SPEI,241224,101106,298860,Retiro,
804,Scotiabank,24/12/2024,BBVA MEXICO PAGO NOMINA 2A QUIN DICIEMBRE /00867350 09:51:12 2024122440044B36K0000063974168 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001164911702 SEL TRANSF. INTERBANCARIA SPEI,241224,1000,297860,Retiro,
805,Scotiabank,24/12/2024,STP RECARGA TAG /00902958 10:00:30 2024122440044B36K0000063974499 FECHA OPERACION: COBRO ELECTRONICO DE PEAJE SA DE CV /646180103301286283 TRANSF INTERBANCARIA SPEI,241224,51620,349480,Deposito,
806,Scotiabank,24/12/2024,TRANSF INTERBANCARIA SPEI /FACTURA D517 BNET01002412240000164908 PSI CONSULTORIA PROF ESIONAL S /C/01268000154564030 TRANSF INTERBANCARIA SPEI,7794352,3015,352495,Deposito,
807,Scotiabank,24/12/2024,TRANSF INTERBANCARIA SPEI /HONOR PROF POR 20241224400140BET0000477943520 ACTUM ADMINISTRACION CONSULTOR /IA Y SERVI/01465092 TRANSF INTERBANCARIA SPEI,231224,42456,394951,Deposito,
808,Scotiabank,24/12/2024,TRANSF INTERBANCARIA SPEI /PAGO CEBI 8846APR2202412243656353728 CEBI INDUSTRIAS MEXICO SA DE C /V/07265000221421075 26 DIC TRANSF INTERBANCARIA SPEI,2612248,9048,403999,Deposito,
809,Scotiabank,26/12/2024,TRANSF INTERBANCARIA SPEI /HONORARIOS FIGO 002601002412260000294648 004094 PAGINA 12 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo FIGONFER SC //012650001561434743 TRANSF INTERBANCARIA SPEI,261224,7050,411049,Deposito,
810,Scotiabank,26/12/2024,"TRANSF INTERBANCARIA SPEI /F3758 BNET01002412260036054917 ANDRESONS, S.A. DE C .V. //012650001886640131 TRANSF INTERBANCARIA SPEI",261224,5640,416689,Deposito,
811,Scotiabank,26/12/2024,"TRANSF INTERBANCARIA SPEI /F3759 BNET01002412260036060029 ANDRESONS, S.A. DE C .V. //012650001886640131 27 DIC TRANSF INTERBANCARIA SPEI",271224,6370,423059,Deposito,
812,Scotiabank,27/12/2024,TRANSF INTERBANCARIA SPEI /F 3777 HON NOV 085901475304336245 HYPERINFO SA DE CV //002650430300112454 30 DIC TRANSF INTERBANCARIA SPEI,281224,6990,430049,Deposito,
813,Scotiabank,30/12/2024,TRANSF INTERBANCARIA SPEI /F 3778 HON NOV 085900749704336345 HYPERMAIL SA DE CV //002650486500484266 SEL TRANSF. INTERBANCARIA SPEI,301224,2162.63,427886,Retiro,
814,Scotiabank,30/12/2024,BBVA MEXICO PAGO CANDADO MICROSIP /11199003 09:37:40 2024123040044B36K0000064078650 FECHA OPERACION: MALDONADO VILLASENOR CONSULTOR ES SC /012650001152113790 SEL TRANSF. INTERBANCARIA SPEI,301224,25520,402366,Retiro,
815,Scotiabank,30/12/2024,"BBVA MEXICO PAGO F. MCC7633 ASESORIA FISCAL CEBI /11211888 09:43:05 2024123040044B36K0000064078930 FECHA OPERACION: MALDONADO CONSULTING CPA, S.C. /012650001022437250 DEPOSITOS SBC",CAMARA,15432,417798,Deposito,
816,Scotiabank,30/12/2024,PRESENTADA NO.7617540 0000000000000000018 DEPOSITOS SBC,CAMARA,7716,425514,Deposito,
817,Scotiabank,30/12/2024,PRESENTADA NO.7617539 0000000000000000018 TRANSF INTERBANCARIA SPEI,3757,1100,426614,Deposito,
818,Scotiabank,30/12/2024,TRANSF INTERBANCARIA SPEI /ANA M GAM HSB5369985 ANA MARGARITA GONZALEZ ARAGON / MARTINEZ/021650040 TRANSF INTERBANCARIA SPEI,3792,8700,435314,Deposito,
819,Scotiabank,30/12/2024,TRANSF INTERBANCARIA SPEI /SISTEMAS ALTERN HSB5409674 SISTEMAS ALTERNATIVOS DE CARGA / Y GE/0216500404195 TRANSF INTERBANCARIA SPEI,395419,18000,453314,Deposito,
820,Scotiabank,30/12/2024,"TRANSF INTERBANCARIA SPEI /TRASPASO ENTRE 058-30/12/2024/30-270MULY791 MALDONADO VILLASE OR CONSULTOR ""Para los efectos del art. 100 de la Ley de Instituciones de CrÃ©dito, se hace constar que la presente impresiÃ³n proviene de medios magnÃ©ticos y digitales que obran en los archivos de esta InstituciÃ³n"" Scotiabank Inverlat S.A. 004094 PAGINA 13 DE 17 Cuenta 25601852364 Detalledetusmovimientos Fecha Concepto Origen/Referencia DepÃ³sito Retiro Saldo /ES S.C./05865000015 SEL TRANSF. INTERBANCARIA SPEI",301224,100000,353314,Retiro,
821,Scotiabank,30/12/2024,BBVA MEXICO PAGO F.3491 CAPTURA DATOS /12147926 15:03:50 2024123040044B36K0000064106909 FECHA OPERACION: CACHON VILLASENOR CONSULTORES SC /012650001866361605 31 DIC SEL TRANSF. INTERBANCARIA SPEI,311224,50333,302981,Retiro,
822,Scotiabank,31/12/2024,BBVA MEXICO PAGO REMANENTE /14406425 10:28:37 2024123140044B36K0000064133669 FECHA OPERACION: ALEJANDRA LOZANO POSADA /012650004443393048 SEL TRANSF. INTERBANCARIA SPEI,311224,227271,75710.5,Retiro,
823,Scotiabank,31/12/2024,BBVA MEXICO PAGO REMANENTE /14404969 10:31:41 2024123140044B36K0000064133846 FECHA OPERACION: LUIS MIGUEL CARVAJAL SANCHEZ /012650011100785063 SEL TRANSF. INTERBANCARIA SPEI,311224,3000,72710.5,Retiro,
824,Scotiabank,31/12/2024,BANORTE COMPRA COMBUSTIBLE /14426537 10:33:29 2024123140044B36K0000064133976 FECHA OPERACION: OPERADORA SAN MARTINITO SA DE CV /072650004066859912 SWEB TRASPASO ENTRE CUENTAS,18,3550.01,76260.6,Deposito,
825,Scotiabank,31/12/2024,TRANSFERENCIA A MALDONADO VILL COBRO DE COMISION,0,620,75640.6,Retiro,
826,Scotiabank,31/12/2024,SCOTIA EN LINEA MENSUALIDAD PYME NUM OP 000000001 0000000000000000502364130 311224 FORMA DE PAGO 03 IVA POR COMISIONES,16.00%,99.2,75541.4,Retiro,
827,BBVA,02/12/2024,T20 SPEI RECIBIDOBANORTE,,109434,,Deposito,
828,BBVA,02/12/2024,T20 SPEI RECIBIDOHSBC,,12000,,Deposito,
829,BBVA,02/12/2024,T17 SPEI ENVIADO BANORTE,,62540,,Retiro,
830,BBVA,02/12/2024,T20 SPEI RECIBIDOSANTANDER,,29000,,Deposito,
831,BBVA,02/12/2024,N03 TRASPASO CUENTAS PROPIAS,,31889,,Retiro,
832,BBVA,02/12/2024,N03 TRASPASO CUENTAS PROPIAS,,3723,,Retiro,
833,BBVA,02/12/2024,T20 SPEI RECIBIDOBAJIO,,22294.3,,Deposito,
834,BBVA,02/12/2024,N06 PAGO CUENTA DE TERCERO,,30972,,Retiro,
835,BBVA,02/12/2024,T20 SPEI RECIBIDOBANAMEX,,37555,,Deposito,
836,BBVA,02/12/2024,W02 DEPOSITO DE TERCERO,,5800,,Deposito,
837,BBVA,03/12/2024,T09 TEF RECIBIDO BANORTE,,8700,,Deposito,
838,BBVA,03/12/2024,N06 PAGO CUENTA DE TERCERO,,26100,,Deposito,
839,BBVA,03/12/2024,N06 PAGO CUENTA DE TERCERO,,22004,,Retiro,
840,BBVA,03/12/2024,N06 PAGO CUENTA DE TERCERO,,16158.8,,Deposito,
841,BBVA,03/12/2024,N06 PAGO CUENTA DE TERCERO,,9378.6,,Deposito,
842,BBVA,03/12/2024,T20 SPEI RECIBIDOBAJIO,,50112,,Deposito,
843,BBVA,03/12/2024,T20 SPEI RECIBIDOBAJIO,,50112,,Deposito,
844,BBVA,04/12/2024,W02 DEPOSITO DE TERCERO,,42920,,Deposito,
845,BBVA,04/12/2024,T20 SPEI RECIBIDOSANTANDER,,30148.4,,Deposito,
846,BBVA,04/12/2024,W02 DEPOSITO DE TERCERO,,12984.3,,Deposito,
847,BBVA,04/12/2024,T20 SPEI RECIBIDOHSBC,,11182.4,,Deposito,
848,BBVA,04/12/2024,T20 SPEI RECIBIDOHSBC,,11182.4,,Deposito,
849,BBVA,04/12/2024,N06 PAGO CUENTA DE TERCERO,,7888,,Deposito,
850,BBVA,04/12/2024,TK7 SITB2CONSULTORIAFACT6614F,,17724.8,,Deposito,
851,BBVA,05/12/2024,T20 SPEI RECIBIDOSANTANDER,,23200,,Deposito,
852,BBVA,05/12/2024,TK7 SITB2MA 5969 2,,11310,,Deposito,
853,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,4088,,Retiro,
854,BBVA,05/12/2024,T20 SPEI RECIBIDOHSBC,,4524,,Deposito,
855,BBVA,05/12/2024,T20 SPEI RECIBIDOSANTANDER,,8584,,Deposito,
856,BBVA,05/12/2024,T20 SPEI RECIBIDOSANTANDER,,8584,,Deposito,
857,BBVA,05/12/2024,W02 DEPOSITO DE TERCERO,,44999.7,,Deposito,
858,BBVA,05/12/2024,T20 SPEI RECIBIDOBANORTE,,6519.2,,Deposito,
859,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,15660,,Deposito,
860,BBVA,06/12/2024,T20 SPEI RECIBIDOCBM BANCO,,172538,,Deposito,
861,BBVA,06/12/2024,P14 OPENPAY SA PI DE CV,,2295,,Retiro,
862,BBVA,06/12/2024,P14 OPENPAY SA PI DE CV,,1449,,Retiro,
863,BBVA,06/12/2024,N06 PAGO CUENTA DE TERCERO,,26357.5,,Deposito,
864,BBVA,06/12/2024,N06 PAGO CUENTA DE TERCERO,,12200,,Retiro,
865,BBVA,06/12/2024,T20 SPEI RECIBIDOBANAMEX,,104816,,Deposito,
866,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,5800,,Deposito,
867,BBVA,06/12/2024,T17 SPEI ENVIADO BANORTE,,30148.4,,Retiro,
868,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,35496,,Deposito,
869,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,11391.2,,Deposito,
870,BBVA,06/12/2024,T20 SPEI RECIBIDOBAJIO,,56711.2,,Deposito,
871,BBVA,06/12/2024,T20 SPEI RECIBIDOBAJIO,,2395.4,,Deposito,
872,BBVA,06/12/2024,T20 SPEI RECIBIDOSANTANDER,,29580,,Deposito,
873,BBVA,06/12/2024,T20 SPEI RECIBIDOBANAMEX,,9048,,Deposito,
874,BBVA,06/12/2024,T20 SPEI RECIBIDOBANAMEX,,11066.4,,Deposito,
875,BBVA,06/12/2024,T20 SPEI RECIBIDOBAJIO,,3132,,Deposito,
876,BBVA,06/12/2024,P31 TELERENTA SA DE CV 06129,,3120.11,,Retiro,
877,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,21576,,Deposito,
878,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,7888,,Deposito,
879,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,3335,,Deposito,
880,BBVA,09/12/2024,T20 SPEI RECIBIDOBANAMEX,,50245.5,,Deposito,
881,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,6050.56,,Deposito,
882,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,10567.6,,Deposito,
883,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,8282.4,,Deposito,
884,BBVA,10/12/2024,T17 SPEI ENVIADO BAJIO,,55100,,Retiro,
885,BBVA,10/12/2024,T20 SPEI RECIBIDOSANTANDER,,94733.7,,Deposito,
886,BBVA,10/12/2024,T20 SPEI RECIBIDOSANTANDER,,14616,,Deposito,
887,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,5800,,Deposito,
888,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,8120,,Deposito,
889,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,4060,,Deposito,
890,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,6186.66,,Deposito,
891,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,4408,,Deposito,
892,BBVA,10/12/2024,T20 SPEI RECIBIDOSANTANDER,,27975,,Deposito,
893,BBVA,10/12/2024,W02 DEPOSITO DE TERCERO,,22965.3,,Deposito,
894,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,7888,,Deposito,
895,BBVA,11/12/2024,E17 ORDEN DE PAGO EXTRANJERO,,112981,,Deposito,
896,BBVA,11/12/2024,E18 COMISION ORDEN DE PAGO,,605.13,,Retiro,
897,BBVA,11/12/2024,E20 IVA COMISION ORDEN PAGO,,96.82,,Retiro,
898,BBVA,11/12/2024,N06 PAGO CUENTA DE TERCERO,,900000,,Retiro,
899,BBVA,11/12/2024,N06 PAGO CUENTA DE TERCERO,,30148.4,,Deposito,
900,BBVA,11/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,14152,,Deposito,
901,BBVA,11/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,14152,,Deposito,
902,BBVA,11/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,23200,,Deposito,
903,BBVA,11/12/2024,N06 PAGO CUENTA DE TERCERO,,1488,,Deposito,
904,BBVA,11/12/2024,BT2 TRANSFER BBVA 01002120 L,,20532,,Deposito,
905,BBVA,11/12/2024,E17 ORDEN DE PAGO EXTRANJERO,,31565.7,,Deposito,
906,BBVA,11/12/2024,E18 COMISION ORDEN DE PAGO,,605.13,,Retiro,
907,BBVA,11/12/2024,E20 IVA COMISION ORDEN PAGO,,96.82,,Retiro,
908,BBVA,11/12/2024,T17 SPEI ENVIADO BANORTE,,58123.4,,Retiro,
909,BBVA,11/12/2024,N03 TRASPASO CUENTAS PROPIAS,,1972,,Retiro,
910,BBVA,11/12/2024,N03 TRASPASO CUENTAS PROPIAS,,153128,,Retiro,
911,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,2320,,Deposito,
912,BBVA,12/12/2024,T20 SPEI RECIBIDOBANORTE,,40600,,Deposito,
913,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,11205.6,,Deposito,
914,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,35496,,Deposito,
915,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,5800,,Deposito,
916,BBVA,13/12/2024,T20 SPEI RECIBIDOHSBC,,9894.8,,Deposito,
917,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,8236,,Deposito,
918,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,5000,,Retiro,
919,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,3500,,Retiro,
920,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,30000,,Retiro,
921,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,6699,,Deposito,
922,BBVA,13/12/2024,T20 SPEI RECIBIDOBANAMEX,,6960,,Deposito,
923,BBVA,15/12/2024,T20 SPEI RECIBIDOBANORTE,,20880,,Deposito,
924,BBVA,16/12/2024,T20 SPEI RECIBIDOSANTANDER,,39971.7,,Deposito,
925,BBVA,16/12/2024,W02 DEPOSITO DE TERCERO,,19406.8,,Deposito,
926,BBVA,16/12/2024,T17 SPEI ENVIADO BANREGIO,,2320,,Retiro,
927,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,7888,,Deposito,
928,BBVA,16/12/2024,T17 SPEI ENVIADO BANORTE,,12180,,Retiro,
929,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,15612.5,,Retiro,
930,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,4495,,Deposito,
931,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,4495,,Deposito,
932,BBVA,16/12/2024,T17 SPEI ENVIADO SANTANDER,,8007.97,,Retiro,
933,BBVA,16/12/2024,T17 SPEI ENVIADO BANREGIO,,4766.66,,Retiro,
934,BBVA,16/12/2024,TJ3 SITB2AT5,,11368,,Deposito,
935,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,4495,,Deposito,
936,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,4495,,Deposito,
937,BBVA,17/12/2024,T20 SPEI RECIBIDOBANREGIO,,4176,,Deposito,
938,BBVA,17/12/2024,T20 SPEI RECIBIDOSANTANDER,,45240,,Deposito,
939,BBVA,17/12/2024,T20 SPEI RECIBIDOBANREGIO,,3712,,Deposito,
940,BBVA,17/12/2024,T17 SPEI ENVIADO BAJIO,,84230,,Retiro,
941,BBVA,17/12/2024,T20 SPEI RECIBIDOSANTANDER,,21924,,Deposito,
942,BBVA,17/12/2024,T17 SPEI ENVIADO BANORTE,,42328.4,,Retiro,
943,BBVA,17/12/2024,T17 SPEI ENVIADO SANTANDER,,8007.97,,Retiro,
944,BBVA,18/12/2024,T20 SPEI RECIBIDOCBM BANCO,,68356,,Deposito,
945,BBVA,18/12/2024,T20 SPEI RECIBIDOCBM BANCO,,6292.37,,Deposito,
946,BBVA,18/12/2024,T20 SPEI RECIBIDOCBM BANCO,,8975.33,,Deposito,
947,BBVA,18/12/2024,N03 TRASPASO CUENTAS PROPIAS,,40600,,Retiro,
948,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,600000,,Retiro,
949,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,8282.4,,Deposito,
950,BBVA,18/12/2024,T20 SPEI RECIBIDOBANAMEX,,2630.88,,Deposito,
951,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,19140,,Deposito,
952,BBVA,18/12/2024,T20 SPEI RECIBIDOBANORTE,,2630.88,,Deposito,
953,BBVA,18/12/2024,T20 SPEI RECIBIDOBANORTE,,2630.88,,Deposito,
954,BBVA,18/12/2024,T17 SPEI ENVIADO BANORTE,,2320,,Retiro,
955,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,5394,,Retiro,
956,BBVA,19/12/2024,T20 SPEI RECIBIDOCBM BANCO,,111360,,Deposito,
957,BBVA,19/12/2024,E01 ORDEN DE PAGO EXTRANJERO,,6746.68,,Retiro,
958,BBVA,19/12/2024,T20 SPEI RECIBIDOSANTANDER,,52200,,Deposito,
959,BBVA,19/12/2024,T20 SPEI RECIBIDOBAJIO,,4060,,Deposito,
960,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,10788,,Deposito,
961,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,21576,,Deposito,
962,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,11232.5,,Retiro,
963,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,10120.3,,Retiro,
964,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,4500,,Retiro,
965,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,6766.66,,Deposito,
966,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,2718,,Retiro,
967,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,28002,,Retiro,
968,BBVA,20/12/2024,TJ3 SITB2MCA6693,,41404,,Deposito,
969,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,130408,,Deposito,
970,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,65204.4,,Deposito,
971,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,348000,,Deposito,
972,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,4286,,Deposito,
973,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,20044.8,,Deposito,
974,BBVA,20/12/2024,T17 SPEI ENVIADO HSBC,,80774.3,,Retiro,
975,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,11000,,Retiro,
976,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,20044.8,,Deposito,
977,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,7888,,Deposito,
978,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,35960,,Deposito,
979,BBVA,20/12/2024,T20 SPEI RECIBIDOBANAMEX,,5800,,Deposito,
980,BBVA,20/12/2024,T20 SPEI RECIBIDOBANAMEX,,52200,,Deposito,
981,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,27492,,Deposito,
982,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,1475,,Deposito,
983,BBVA,20/12/2024,W02 DEPOSITO DE TERCERO,,16574.5,,Deposito,
984,BBVA,20/12/2024,T20 SPEI RECIBIDOSANTANDER,,14856,,Deposito,
985,BBVA,20/12/2024,T20 SPEI RECIBIDOSANTANDER,,14856,,Deposito,
986,BBVA,20/12/2024,T20 SPEI RECIBIDOBANORTE,,14856,,Deposito,
987,BBVA,23/12/2024,T09 TEF RECIBIDO HSBC,,85008.5,,Deposito,
988,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,10567.6,,Deposito,
989,BBVA,23/12/2024,T20 SPEI RECIBIDOSANTANDER,,12780.1,,Deposito,
990,BBVA,23/12/2024,T20 SPEI RECIBIDOSANTANDER,,4054.59,,Deposito,
991,BBVA,23/12/2024,T20 SPEI RECIBIDOSANTANDER,,11677.2,,Deposito,
992,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,19372,,Deposito,
993,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,900000,,Retiro,
994,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,8711.6,,Deposito,
995,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,33317.1,,Retiro,
